Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8	Var1_9
5	1.408	2	0.707	2.1	0.95	0.3	1	0.014
6	1.432	2	0.707	2.1	0.95	0.3	1	0.015
7	1.451	2	0.707	2.1	0.95	0.3	1	0.011
8	1.471	2	0.707	2.1	0.95	0.3	1	0.017
9	1.475	2	0.707	2.1	0.95	0.3	1	0.02
10	1.477	2	0.707	2.1	0.95	0.3	1	0.021
11	1.478	2	0.707	2.1	0.95	0.3	1	0.021
12	1.478	2	0.707	2.1	0.95	0.3	1	0.029
13	1.478	2	0.707	2.1	0.95	0.3	1	0.032
14	1.478	2	0.707	2.1	0.95	0.3	1	0.041
15	1.478	2	0.707	2.1	0.95	0.3	1	0.05
16	1.478	2	0.707	2.1	0.95	0.3	1	0.067
17	1.478	2	0.707	2.1	0.95	0.3	1	0.068
18	1.478	2	0.707	2.1	0.95	0.3	1	0.09
19	1.478	2	0.707	2.1	0.95	0.3	1	0.108
20	1.478	2	0.707	2.1	0.95	0.3	1	0.156
